epoch,step,train_auc_eval,train_f1_eval,train_loss,train_loss_epoch,train_loss_eval,train_map_eval,val_auc,val_f1,val_loss,val_map,weight_norm/fc.0.bias,weight_norm/fc.0.weight,weight_norm/fc.3.bias,weight_norm/fc.3.weight,weight_norm/gru.bias_hh_l0,weight_norm/gru.bias_ih_l0,weight_norm/gru.weight_hh_l0,weight_norm/gru.weight_ih_l0
0,0,0.5306358337402344,0.006747936364263296,,,6.643496585010553,0.019518297165632248,,,,,,,,,,,,
0,0,,,,,,,,,,,0.8903598189353943,11.723651885986328,0.49658119678497314,5.854390621185303,0.7863263487815857,1.8518729209899902,7.338357925415039,15.849220275878906
0,0,,,,,,,,,,,,,,,,,,
0,9,,,6.624008655548096,,,,,,,,,,,,,,,
0,19,,,6.573988914489746,,,,,,,,,,,,,,,
0,29,,,6.649393558502197,,,,,,,,,,,,,,,
0,39,,,6.547702312469482,,,,,,,,,,,,,,,
0,49,,,6.590019226074219,,,,,,,,,,,,,,,
0,59,,,6.63956356048584,,,,,,,,,,,,,,,
0,69,,,6.751096248626709,,,,,,,,,,,,,,,
0,79,,,6.733150482177734,,,,,,,,,,,,,,,
0,89,,,6.715447902679443,,,,,,,,,,,,,,,
0,99,,,6.786215782165527,,,,,,,,,,,,,,,
0,109,,,6.604244709014893,,,,,,,,,,,,,,,
0,119,,,6.659257888793945,,,,,,,,,,,,,,,
0,129,,,6.614347457885742,,,,,,,,,,,,,,,
0,139,,,6.533072471618652,,,,,,,,,,,,,,,
0,149,,,6.62747049331665,,,,,,,,,,,,,,,
0,159,,,6.649363994598389,,,,,,,,,,,,,,,
0,169,,,6.478006362915039,,,,,,,,,,,,,,,
0,179,,,6.627706527709961,,,,,,,,,,,,,,,
0,189,,,6.722783088684082,,,,,,,,,,,,,,,
0,199,,,6.757623195648193,,,,,,,,,,,,,,,
0,209,,,6.720069408416748,,,,,,,,,,,,,,,
0,219,,,6.723095417022705,,,,,,,,,,,,,,,
0,229,,,6.555775165557861,,,,,,,,,,,,,,,
0,239,,,6.451329708099365,,,,,,,,,,,,,,,
0,249,,,6.6537604331970215,,,,,,,,,,,,,,,
0,259,,,6.488810062408447,,,,,,,,,,,,,,,
0,269,,,6.578871726989746,,,,,,,,,,,,,,,
0,279,,,6.596745491027832,,,,,,,,,,,,,,,
0,282,,,,6.6326398849487305,,,,,,,,,,,,,,
1,289,,,6.5709228515625,,,,,,,,,,,,,,,
1,299,,,6.531623840332031,,,,,,,,,,,,,,,
1,309,,,6.529993534088135,,,,,,,,,,,,,,,
1,319,,,6.692588806152344,,,,,,,,,,,,,,,
1,329,,,6.647820949554443,,,,,,,,,,,,,,,
1,339,,,6.575779914855957,,,,,,,,,,,,,,,
1,349,,,6.689565658569336,,,,,,,,,,,,,,,
1,359,,,6.669253349304199,,,,,,,,,,,,,,,
1,369,,,6.65362548828125,,,,,,,,,,,,,,,
1,379,,,6.67689323425293,,,,,,,,,,,,,,,
1,389,,,6.602958679199219,,,,,,,,,,,,,,,
1,399,,,6.459877967834473,,,,,,,,,,,,,,,
1,409,,,6.770467281341553,,,,,,,,,,,,,,,
1,419,,,6.564481735229492,,,,,,,,,,,,,,,
1,429,,,6.5542802810668945,,,,,,,,,,,,,,,
1,439,,,6.52361536026001,,,,,,,,,,,,,,,
1,449,,,6.688588619232178,,,,,,,,,,,,,,,
1,459,,,6.643316268920898,,,,,,,,,,,,,,,
1,469,,,6.530910968780518,,,,,,,,,,,,,,,
1,479,,,6.653417587280273,,,,,,,,,,,,,,,
1,489,,,6.717207908630371,,,,,,,,,,,,,,,
1,499,,,6.668668270111084,,,,,,,,,,,,,,,
1,509,,,6.648998737335205,,,,,,,,,,,,,,,
1,519,,,6.595971584320068,,,,,,,,,,,,,,,
1,529,,,6.517814636230469,,,,,,,,,,,,,,,
1,539,,,6.726356506347656,,,,,,,,,,,,,,,
1,549,,,6.673062801361084,,,,,,,,,,,,,,,
1,559,,,6.68436861038208,,,,,,,,,,,,,,,
1,565,,,,6.626868724822998,,,,,,,,,,,,,,
2,569,,,6.658938407897949,,,,,,,,,,,,,,,
2,579,,,6.565214157104492,,,,,,,,,,,,,,,
2,589,,,6.660157203674316,,,,,,,,,,,,,,,
2,599,,,6.62752103805542,,,,,,,,,,,,,,,
2,609,,,6.618660926818848,,,,,,,,,,,,,,,
2,619,,,6.710195064544678,,,,,,,,,,,,,,,
2,629,,,6.700882434844971,,,,,,,,,,,,,,,
2,639,,,6.627622127532959,,,,,,,,,,,,,,,
2,649,,,6.548213958740234,,,,,,,,,,,,,,,
2,659,,,6.433013916015625,,,,,,,,,,,,,,,
2,669,,,6.616066932678223,,,,,,,,,,,,,,,
2,679,,,6.7031402587890625,,,,,,,,,,,,,,,
2,689,,,6.669495105743408,,,,,,,,,,,,,,,
2,699,,,6.7066264152526855,,,,,,,,,,,,,,,
2,709,,,6.609703063964844,,,,,,,,,,,,,,,
2,719,,,6.51658296585083,,,,,,,,,,,,,,,
2,729,,,6.6022467613220215,,,,,,,,,,,,,,,
2,739,,,6.552732467651367,,,,,,,,,,,,,,,
2,749,,,6.619598388671875,,,,,,,,,,,,,,,
2,759,,,6.525644302368164,,,,,,,,,,,,,,,
2,769,,,6.588154315948486,,,,,,,,,,,,,,,
2,779,,,6.582536697387695,,,,,,,,,,,,,,,
2,789,,,6.596652507781982,,,,,,,,,,,,,,,
2,799,,,6.627077579498291,,,,,,,,,,,,,,,
2,809,,,6.515745639801025,,,,,,,,,,,,,,,
2,819,,,6.689433574676514,,,,,,,,,,,,,,,
2,829,,,6.520754337310791,,,,,,,,,,,,,,,
2,839,,,6.527830123901367,,,,,,,,,,,,,,,
2,848,,,,6.6211090087890625,,,,,,,,,,,,,,
3,849,,,6.630332946777344,,,,,,,,,,,,,,,
3,859,,,6.612429141998291,,,,,,,,,,,,,,,
3,869,,,6.664527416229248,,,,,,,,,,,,,,,
3,879,,,6.658924579620361,,,,,,,,,,,,,,,
3,889,,,6.662656307220459,,,,,,,,,,,,,,,
3,899,,,6.533342361450195,,,,,,,,,,,,,,,
3,909,,,6.443678855895996,,,,,,,,,,,,,,,
3,919,,,6.668618202209473,,,,,,,,,,,,,,,
3,929,,,6.581169128417969,,,,,,,,,,,,,,,
3,939,,,6.620318412780762,,,,,,,,,,,,,,,
3,949,,,6.632515907287598,,,,,,,,,,,,,,,
3,959,,,6.60569953918457,,,,,,,,,,,,,,,
3,969,,,6.622427940368652,,,,,,,,,,,,,,,
3,979,,,6.479584693908691,,,,,,,,,,,,,,,
3,989,,,6.541419982910156,,,,,,,,,,,,,,,
3,999,,,6.722097396850586,,,,,,,,,,,,,,,
3,1009,,,6.630855560302734,,,,,,,,,,,,,,,
3,1019,,,6.538020610809326,,,,,,,,,,,,,,,
3,1029,,,6.67352819442749,,,,,,,,,,,,,,,
3,1039,,,6.720287799835205,,,,,,,,,,,,,,,
3,1049,,,6.703746318817139,,,,,,,,,,,,,,,
3,1059,,,6.62384557723999,,,,,,,,,,,,,,,
3,1069,,,6.657864093780518,,,,,,,,,,,,,,,
3,1079,,,6.605393409729004,,,,,,,,,,,,,,,
3,1089,,,6.657898902893066,,,,,,,,,,,,,,,
3,1099,,,6.4938578605651855,,,,,,,,,,,,,,,
3,1109,,,6.735667705535889,,,,,,,,,,,,,,,
3,1119,,,6.496933460235596,,,,,,,,,,,,,,,
3,1129,,,6.619144916534424,,,,,,,,,,,,,,,
3,1131,,,,6.617105007171631,,,,,,,,,,,,,,
4,1139,,,6.7776665687561035,,,,,,,,,,,,,,,
4,1149,,,6.620975971221924,,,,,,,,,,,,,,,
4,1159,,,6.594120979309082,,,,,,,,,,,,,,,
4,1169,,,6.635861873626709,,,,,,,,,,,,,,,
4,1179,,,6.612013339996338,,,,,,,,,,,,,,,
4,1189,,,6.629954814910889,,,,,,,,,,,,,,,
4,1199,,,6.638018608093262,,,,,,,,,,,,,,,
4,1209,,,6.579041481018066,,,,,,,,,,,,,,,
4,1219,,,6.746532917022705,,,,,,,,,,,,,,,
4,1229,,,6.587855815887451,,,,,,,,,,,,,,,
4,1239,,,6.596033573150635,,,,,,,,,,,,,,,
4,1249,,,6.735195159912109,,,,,,,,,,,,,,,
4,1259,,,6.633078575134277,,,,,,,,,,,,,,,
4,1269,,,6.640633583068848,,,,,,,,,,,,,,,
4,1279,,,6.631857872009277,,,,,,,,,,,,,,,
4,1289,,,6.538416385650635,,,,,,,,,,,,,,,
4,1299,,,6.547821998596191,,,,,,,,,,,,,,,
4,1309,,,6.68248987197876,,,,,,,,,,,,,,,
4,1319,,,6.519172191619873,,,,,,,,,,,,,,,
4,1329,,,6.627472877502441,,,,,,,,,,,,,,,
4,1339,,,6.545124530792236,,,,,,,,,,,,,,,
4,1349,,,6.713437557220459,,,,,,,,,,,,,,,
4,1359,,,6.4962897300720215,,,,,,,,,,,,,,,
4,1369,,,6.500101089477539,,,,,,,,,,,,,,,
4,1379,,,6.672763347625732,,,,,,,,,,,,,,,
4,1389,,,6.636828422546387,,,,,,,,,,,,,,,
4,1399,,,6.74758768081665,,,,,,,,,,,,,,,
4,1409,,,6.458250522613525,,,,,,,,,,,,,,,
4,1414,,,,6.6121344566345215,,,,,,,,,,,,,,
5,1419,,,6.546199321746826,,,,,,,,,,,,,,,
5,1429,,,6.602693557739258,,,,,,,,,,,,,,,
5,1439,,,6.506181716918945,,,,,,,,,,,,,,,
5,1449,,,6.696595191955566,,,,,,,,,,,,,,,
5,1459,,,6.562901496887207,,,,,,,,,,,,,,,
5,1469,,,6.709846019744873,,,,,,,,,,,,,,,
5,1479,,,6.632228851318359,,,,,,,,,,,,,,,
5,1489,,,6.60042667388916,,,,,,,,,,,,,,,
5,1499,,,6.677137851715088,,,,,,,,,,,,,,,
5,1509,,,6.6058502197265625,,,,,,,,,,,,,,,
5,1519,,,6.541245460510254,,,,,,,,,,,,,,,
5,1529,,,6.47210168838501,,,,,,,,,,,,,,,
5,1539,,,6.632720947265625,,,,,,,,,,,,,,,
5,1549,,,6.661043643951416,,,,,,,,,,,,,,,
5,1559,,,6.666685104370117,,,,,,,,,,,,,,,
5,1569,,,6.501218318939209,,,,,,,,,,,,,,,
5,1579,,,6.539722919464111,,,,,,,,,,,,,,,
5,1589,,,6.6233086585998535,,,,,,,,,,,,,,,
5,1599,,,6.745588302612305,,,,,,,,,,,,,,,
5,1609,,,6.71582555770874,,,,,,,,,,,,,,,
5,1619,,,6.602685451507568,,,,,,,,,,,,,,,
5,1629,,,6.558537006378174,,,,,,,,,,,,,,,
5,1639,,,6.706817626953125,,,,,,,,,,,,,,,
5,1649,,,6.731546401977539,,,,,,,,,,,,,,,
5,1659,,,6.502681255340576,,,,,,,,,,,,,,,
5,1669,,,6.546679973602295,,,,,,,,,,,,,,,
5,1679,,,6.526275634765625,,,,,,,,,,,,,,,
5,1689,,,6.69193172454834,,,,,,,,,,,,,,,
5,1697,,,,6.604282379150391,,,,,,,,,,,,,,
6,1699,,,6.6848063468933105,,,,,,,,,,,,,,,
6,1709,,,6.609946250915527,,,,,,,,,,,,,,,
6,1719,,,6.550469875335693,,,,,,,,,,,,,,,
6,1729,,,6.509974002838135,,,,,,,,,,,,,,,
6,1739,,,6.550297260284424,,,,,,,,,,,,,,,
6,1749,,,6.444428443908691,,,,,,,,,,,,,,,
6,1759,,,6.545105934143066,,,,,,,,,,,,,,,
6,1769,,,6.588013648986816,,,,,,,,,,,,,,,
6,1779,,,6.719149112701416,,,,,,,,,,,,,,,
6,1789,,,6.642556190490723,,,,,,,,,,,,,,,
6,1799,,,6.544071674346924,,,,,,,,,,,,,,,
6,1809,,,6.408437252044678,,,,,,,,,,,,,,,
6,1819,,,6.545743465423584,,,,,,,,,,,,,,,
6,1829,,,6.498127460479736,,,,,,,,,,,,,,,
6,1839,,,6.5640411376953125,,,,,,,,,,,,,,,
6,1849,,,6.649267196655273,,,,,,,,,,,,,,,
6,1859,,,6.659136772155762,,,,,,,,,,,,,,,
6,1869,,,6.538726806640625,,,,,,,,,,,,,,,
6,1879,,,6.681819915771484,,,,,,,,,,,,,,,
6,1889,,,6.66630744934082,,,,,,,,,,,,,,,
